Numéro;Type election;Annee;Type enregistrement;Numéro tour;Code departement;Code commune;Numéro bdv;Indicatif;Inscrits;Abstentions;Votants;Votants emargement;Blancs;Nuls;Exprimes;Nombre de listes;Toulouse anticapitaliste;Nombre de voix de la liste : Toulouse anticapitaliste;Archipel Citoyen;Nombre de voix de la liste : Archipel Citoyen;Aimer Toulouse avec Jean-Luc Moudenc;Nombre de voix de la liste : Aimer Toulouse avec Jean-Luc Moudenc;En avant Toulouse;Nombre de voix de la liste : En avant Toulouse;Pour la cohésion ! L’autre choix;Nombre de voix de la liste : Pour la cohésion ! L’autre choix;Rassemblement Toulousain;Nombre de voix de la liste : Rassemblement Toulousain;Une nouvelle énergie pour Toulouse. La gauche, l’écologie, les toulousain.e.s;Nombre de voix de la liste : Une nouvelle énergie pour Toulouse. La gauche, l’écologie, les toulousain.e.s;Debout Toulouse;Nombre de voix de la liste : Debout Toulouse;Toulouse animaliste;Nombre de voix de la liste : Toulouse animaliste;Toulouse belle et forte;Nombre de voix de la liste : Toulouse belle et forte;Lutte ouvrière – Faire entendre le camp des travailleurs;Nombre de voix de la liste : Lutte ouvrière – Faire entendre le camp des travailleurs;Toulouse aux travailleurs, pas aux spéculateurs;Nombre de voix de la liste : Toulouse aux travailleurs, pas aux spéculateurs
241;MN;2020;V;1;31;555;234;I;871;544;327;327;3;2;322;12;2;8;7;100;10;132;13;0;9;10;6;11;3;47;11;3;8;2;5;7;4;0;12;2
244;MN;2020;V;1;31;555;237;I;905;612;293;293;4;4;285;12;2;2;7;60;10;108;13;0;9;13;6;16;3;70;11;2;8;5;5;8;4;1;12;0
248;MN;2020;V;1;31;555;241;I;972;648;324;324;1;1;322;12;2;3;7;45;10;153;13;0;9;27;6;25;3;48;11;4;8;6;5;8;4;2;12;1
252;MN;2020;V;1;31;555;245;I;1012;599;413;413;1;6;406;12;2;6;7;62;10;228;13;1;9;11;6;14;3;62;11;4;8;6;5;12;4;0;12;0
262;MN;2020;V;1;31;555;255;I;963;635;328;328;3;3;322;12;2;6;7;106;10;110;13;0;9;25;6;16;3;53;11;1;8;2;5;1;4;2;12;0
102;MN;2020;V;1;31;555;99;I;1216;962;254;254;3;5;246;12;2;0;7;51;10;85;13;3;9;42;6;13;3;38;11;2;8;1;5;10;4;1;12;0
112;MN;2020;V;1;31;555;109;I;886;513;373;373;6;1;366;12;2;5;7;82;10;133;13;1;9;15;6;27;3;63;11;5;8;6;5;27;4;1;12;1
119;MN;2020;V;1;31;555;115;I;1091;636;455;455;5;6;444;12;2;10;7;149;10;132;13;0;9;29;6;5;3;101;11;1;8;5;5;5;4;6;12;1
123;MN;2020;V;1;31;555;119;I;979;581;398;398;1;8;389;12;2;3;7;155;10;110;13;1;9;14;6;15;3;71;11;3;8;6;5;8;4;3;12;0
129;MN;2020;V;1;31;555;125;I;917;541;376;376;5;5;366;12;2;6;7;99;10;124;13;0;9;30;6;16;3;71;11;1;8;6;5;10;4;1;12;2
134;MN;2020;V;1;31;555;130;I;1391;878;513;513;5;7;501;12;2;10;7;162;10;138;13;1;9;39;6;21;3;94;11;4;8;9;5;16;4;4;12;3
135;MN;2020;V;1;31;555;131;I;826;672;154;154;0;3;151;12;2;1;7;25;10;42;13;0;9;30;6;11;3;31;11;1;8;1;5;7;4;1;12;1
137;MN;2020;V;1;31;555;133;I;855;620;235;235;6;10;219;12;2;2;7;63;10;53;13;1;9;32;6;13;3;42;11;4;8;4;5;3;4;2;12;0
141;MN;2020;V;1;31;555;137;I;405;284;121;121;0;4;117;12;2;0;7;18;10;45;13;0;9;10;6;11;3;21;11;2;8;1;5;9;4;0;12;0
144;MN;2020;V;1;31;555;140;I;966;557;409;409;2;1;406;12;2;0;7;73;10;192;13;1;9;14;6;31;3;68;11;2;8;7;5;15;4;2;12;1
146;MN;2020;V;1;31;555;142;I;932;480;452;452;3;5;444;12;2;3;7;133;10;176;13;1;9;23;6;13;3;84;11;3;8;2;5;5;4;1;12;0
147;MN;2020;V;1;31;555;143;I;830;460;370;370;0;2;368;12;2;11;7;152;10;95;13;0;9;16;6;9;3;76;11;3;8;2;5;3;4;0;12;1
149;MN;2020;V;1;31;555;145;I;885;593;292;292;0;2;290;12;2;4;7;53;10;125;13;1;9;19;6;16;3;48;11;7;8;2;5;12;4;2;12;1
154;MN;2020;V;1;31;555;150;I;783;482;301;301;3;2;296;12;2;6;7;123;10;79;13;0;9;15;6;5;3;57;11;1;8;2;5;7;4;0;12;1
160;MN;2020;V;1;31;555;156;I;989;539;450;449;6;1;443;12;2;8;7;152;10;138;13;0;9;18;6;12;3;87;11;1;8;7;5;16;4;3;12;1
161;MN;2020;V;1;31;555;157;I;1048;598;450;450;3;6;441;12;2;9;7;128;10;160;13;1;9;19;6;11;3;97;11;4;8;4;5;6;4;2;12;0
184;MN;2020;V;1;31;555;180;I;931;618;313;313;1;4;308;12;2;1;7;103;10;94;13;1;9;21;6;18;3;55;11;3;8;4;5;6;4;2;12;0
185;MN;2020;V;1;31;555;181;I;854;530;324;324;1;3;320;12;2;3;7;77;10;111;13;4;9;18;6;13;3;65;11;4;8;9;5;13;4;2;12;1
186;MN;2020;V;1;31;555;182;I;913;633;280;280;3;2;275;12;2;6;7;75;10;75;13;0;9;17;6;15;3;59;11;2;8;9;5;12;4;5;12;0
187;MN;2020;V;1;31;555;182A;I;1068;689;379;379;2;9;368;12;2;5;7;106;10;106;13;0;9;26;6;29;3;69;11;2;8;10;5;12;4;2;12;1
189;MN;2020;V;1;31;555;184;I;847;615;232;232;2;1;229;12;2;2;7;32;10;96;13;1;9;19;6;20;3;42;11;1;8;6;5;10;4;0;12;0
192;MN;2020;V;1;31;555;187;I;522;416;106;106;1;3;102;12;2;2;7;18;10;49;13;1;9;6;6;6;3;15;11;4;8;0;5;1;4;0;12;0
193;MN;2020;V;1;31;555;188;I;1625;1187;438;438;4;8;426;12;2;9;7;71;10;167;13;0;9;35;6;24;3;91;11;4;8;7;5;15;4;3;12;0
194;MN;2020;V;1;31;555;189;I;1263;876;387;387;4;3;380;12;2;9;7;82;10;135;13;1;9;19;6;16;3;77;11;3;8;9;5;26;4;3;12;0
197;MN;2020;V;1;31;555;192;I;1028;744;284;284;4;1;279;12;2;4;7;47;10;77;13;1;9;41;6;30;3;54;11;7;8;5;5;12;4;1;12;0
198;MN;2020;V;1;31;555;192A;I;1029;813;216;216;0;0;216;12;2;0;7;57;10;64;13;1;9;21;6;19;3;35;11;6;8;4;5;7;4;1;12;1
4;MN;2020;V;1;31;555;4;I;849;503;346;346;2;1;343;12;2;4;7;101;10;141;13;0;9;20;6;8;3;57;11;1;8;3;5;8;4;0;12;0
8;MN;2020;V;1;31;555;8;I;1091;659;432;432;2;4;426;12;2;11;7;168;10;102;13;1;9;19;6;6;3;103;11;4;8;5;5;5;4;0;12;2
11;MN;2020;V;1;31;555;11;I;1024;570;454;454;2;1;451;12;2;2;7;140;10;154;13;0;9;19;6;10;3;96;11;5;8;9;5;13;4;1;12;2
12;MN;2020;V;1;31;555;12;I;947;546;401;401;4;4;393;12;2;9;7;156;10;118;13;0;9;19;6;7;3;67;11;2;8;1;5;12;4;2;12;0
21;MN;2020;V;1;31;555;21;I;1041;630;411;411;3;2;406;12;2;11;7;149;10;124;13;1;9;24;6;9;3;63;11;6;8;1;5;13;4;5;12;0
23;MN;2020;V;1;31;555;23;I;1000;616;384;384;3;2;379;12;2;5;7;112;10;132;13;0;9;16;6;17;3;76;11;2;8;5;5;12;4;1;12;1
25;MN;2020;V;1;31;555;25;I;895;541;354;353;2;9;343;12;2;8;7;118;10;90;13;1;9;19;6;12;3;75;11;2;8;5;5;10;4;2;12;1
32;MN;2020;V;1;31;555;32;I;882;506;376;376;2;2;372;12;2;4;7;55;10;209;13;2;9;15;6;20;3;41;11;3;8;4;5;19;4;0;12;0
45;MN;2020;V;1;31;555;45;I;659;360;299;299;1;1;297;12;2;7;7;96;10;99;13;0;9;11;6;4;3;64;11;3;8;5;5;8;4;0;12;0
52;MN;2020;V;1;31;555;52;I;1033;639;394;394;2;3;389;12;2;3;7;96;10;201;13;1;9;11;6;8;3;45;11;3;8;4;5;16;4;1;12;0
53;MN;2020;V;1;31;555;53;I;985;565;420;420;2;3;415;12;2;9;7;122;10;174;13;0;9;11;6;8;3;68;11;6;8;5;5;10;4;1;12;1
54;MN;2020;V;1;31;555;54;I;1021;605;416;416;1;3;412;12;2;10;7;163;10;106;13;0;9;13;6;9;3;93;11;2;8;2;5;12;4;1;12;1
62;MN;2020;V;1;31;555;62;I;886;512;374;374;0;1;373;12;2;4;7;64;10;237;13;0;9;8;6;5;3;31;11;2;8;8;5;14;4;0;12;0
66;MN;2020;V;1;31;555;66;I;976;648;328;328;6;2;320;12;2;9;7;102;10;88;13;1;9;24;6;12;3;68;11;1;8;2;5;6;4;4;12;3
69;MN;2020;V;1;31;555;69;I;915;545;370;370;1;3;366;12;2;6;7;136;10;89;13;0;9;18;6;13;3;85;11;4;8;3;5;10;4;1;12;1
72;MN;2020;V;1;31;555;71;I;71;59;12;12;0;0;12;12;2;0;7;8;10;3;13;0;9;0;6;0;3;1;11;0;8;0;5;0;4;0;12;0
84;MN;2020;V;1;31;555;82;I;846;532;314;314;2;2;310;12;2;6;7;74;10;115;13;1;9;24;6;8;3;64;11;2;8;4;5;8;4;3;12;1
85;MN;2020;V;1;31;555;83;I;850;476;374;374;2;1;371;12;2;2;7;73;10;163;13;0;9;24;6;7;3;85;11;1;8;2;5;11;4;3;12;0
88;MN;2020;V;1;31;555;85;I;915;507;408;408;0;2;406;12;2;8;7;122;10;114;13;0;9;25;6;19;3;90;11;1;8;8;5;16;4;3;12;0
96;MN;2020;V;1;31;555;93;I;1007;753;254;254;5;3;246;12;2;0;7;43;10;106;13;1;9;18;6;18;3;33;11;8;8;6;5;12;4;0;12;1
203;MN;2020;V;1;31;555;197;I;1086;719;367;367;0;1;366;12;2;6;7;86;10;143;13;2;9;25;6;16;3;60;11;1;8;10;5;16;4;0;12;1
204;MN;2020;V;1;31;555;198;I;1014;724;290;290;1;4;285;12;2;9;7;78;10;106;13;0;9;16;6;14;3;38;11;1;8;8;5;13;4;2;12;0
208;MN;2020;V;1;31;555;201;I;1040;665;375;375;6;4;365;12;2;6;7;82;10;133;13;1;9;13;6;19;3;80;11;3;8;8;5;18;4;2;12;0
210;MN;2020;V;1;31;555;203;I;1067;592;475;475;2;4;469;12;2;16;7;196;10;118;13;0;9;18;6;15;3;81;11;2;8;6;5;13;4;1;12;3
211;MN;2020;V;1;31;555;204;I;597;361;236;236;2;3;231;12;2;9;7;70;10;70;13;0;9;9;6;15;3;41;11;3;8;3;5;8;4;3;12;0
214;MN;2020;V;1;31;555;207;I;953;619;334;334;3;7;324;12;2;6;7;87;10;123;13;0;9;12;6;20;3;55;11;8;8;8;5;3;4;1;12;1
216;MN;2020;V;1;31;555;209;I;998;714;284;284;0;3;281;12;2;6;7;61;10;132;13;0;9;9;6;19;3;38;11;4;8;3;5;8;4;1;12;0
223;MN;2020;V;1;31;555;216;I;969;653;316;316;3;3;310;12;2;4;7;101;10;89;13;0;9;19;6;17;3;64;11;2;8;5;5;8;4;1;12;0
234;MN;2020;V;1;31;555;227;I;767;475;292;292;5;1;286;12;2;4;7;96;10;96;13;0;9;16;6;12;3;49;11;4;8;2;5;5;4;2;12;0
238;MN;2020;V;1;31;555;231;I;897;523;374;374;0;8;366;12;2;2;7;53;10;240;13;1;9;11;6;14;3;34;11;1;8;5;5;5;4;0;12;0
249;MN;2020;V;1;31;555;242;I;1369;954;415;415;2;2;411;12;2;4;7;83;10;217;13;0;9;21;6;17;3;50;11;6;8;6;5;6;4;1;12;0
251;MN;2020;V;1;31;555;244;I;1027;632;395;394;5;1;389;12;2;1;7;80;10;184;13;0;9;6;6;23;3;66;11;5;8;8;5;14;4;1;12;1
253;MN;2020;V;1;31;555;246;I;806;451;355;355;3;2;350;12;2;0;7;62;10;170;13;0;9;13;6;11;3;77;11;6;8;2;5;5;4;3;12;1
255;MN;2020;V;1;31;555;248;I;898;534;364;364;1;1;362;12;2;7;7;78;10;144;13;0;9;19;6;22;3;55;11;6;8;19;5;11;4;1;12;0
258;MN;2020;V;1;31;555;251;I;881;528;353;353;1;3;349;12;2;3;7;82;10;171;13;0;9;16;6;8;3;55;11;7;8;2;5;2;4;2;12;1
260;MN;2020;V;1;31;555;253;I;1028;630;398;398;3;1;394;12;2;6;7;85;10;206;13;1;9;8;6;16;3;51;11;2;8;11;5;7;4;1;12;0
106;MN;2020;V;1;31;555;103;I;783;623;160;160;2;3;155;12;2;6;7;37;10;44;13;0;9;19;6;8;3;30;11;2;8;1;5;5;4;3;12;0
108;MN;2020;V;1;31;555;105;I;556;444;112;112;3;2;107;12;2;2;7;11;10;34;13;2;9;13;6;10;3;18;11;1;8;6;5;7;4;2;12;1
115;MN;2020;V;1;31;555;112;I;1118;661;457;457;3;5;449;12;2;4;7;85;10;159;13;1;9;22;6;27;3;92;11;2;8;8;5;49;4;0;12;0
117;MN;2020;V;1;31;555;113;I;841;510;331;331;4;3;324;12;2;8;7;122;10;87;13;0;9;11;6;11;3;60;11;4;8;1;5;17;4;1;12;2
130;MN;2020;V;1;31;555;126;I;1023;552;471;471;4;5;462;12;2;11;7;186;10;122;13;0;9;18;6;22;3;84;11;6;8;4;5;7;4;2;12;0
132;MN;2020;V;1;31;555;128;I;549;304;245;245;1;3;241;12;2;5;7;100;10;56;13;0;9;19;6;11;3;35;11;3;8;3;5;7;4;1;12;1
133;MN;2020;V;1;31;555;129;I;1157;669;488;488;1;5;482;12;2;12;7;161;10;119;13;0;9;32;6;16;3;103;11;5;8;8;5;18;4;5;12;3
136;MN;2020;V;1;31;555;132;I;973;740;233;233;2;5;226;12;2;10;7;43;10;80;13;1;9;30;6;21;3;29;11;2;8;3;5;7;4;0;12;0
139;MN;2020;V;1;31;555;135;I;964;741;223;224;0;5;218;12;2;5;7;38;10;86;13;2;9;14;6;17;3;43;11;5;8;3;5;4;4;1;12;0
150;MN;2020;V;1;31;555;146;I;885;638;247;247;1;7;239;12;2;3;7;57;10;98;13;0;9;12;6;10;3;44;11;5;8;3;5;7;4;0;12;0
151;MN;2020;V;1;31;555;147;I;1070;684;386;387;0;2;384;12;2;2;7;50;10;228;13;0;9;8;6;9;3;44;11;5;8;5;5;31;4;2;12;0
155;MN;2020;V;1;31;555;151;I;1101;666;435;435;3;2;430;12;2;5;7;152;10;104;13;0;9;26;6;13;3;100;11;4;8;8;5;15;4;2;12;1
159;MN;2020;V;1;31;555;155;I;914;539;375;375;2;2;371;12;2;7;7;127;10;111;13;2;9;16;6;9;3;80;11;1;8;3;5;8;4;4;12;3
163;MN;2020;V;1;31;555;159;I;1017;569;448;448;4;1;443;12;2;5;7;139;10;152;13;2;9;23;6;9;3;90;11;3;8;6;5;12;4;2;12;0
166;MN;2020;V;1;31;555;162;I;951;616;335;335;3;4;328;12;2;5;7;95;10;102;13;0;9;20;6;11;3;74;11;6;8;4;5;6;4;0;12;5
168;MN;2020;V;1;31;555;164;I;568;406;162;162;2;0;160;12;2;1;7;52;10;48;13;0;9;17;6;2;3;33;11;2;8;1;5;1;4;3;12;0
169;MN;2020;V;1;31;555;165;I;1370;850;520;520;4;5;511;12;2;3;7;153;10;165;13;1;9;22;6;30;3;107;11;4;8;7;5;16;4;3;12;0
171;MN;2020;V;1;31;555;167;I;1121;686;435;435;2;4;429;12;2;6;7;120;10;146;13;0;9;29;6;24;3;81;11;3;8;9;5;11;4;0;12;0
177;MN;2020;V;1;31;555;173;I;953;538;415;415;2;4;409;12;2;6;7;108;10;161;13;0;9;23;6;15;3;79;11;3;8;1;5;11;4;2;12;0
178;MN;2020;V;1;31;555;174;I;874;533;341;341;2;2;337;12;2;8;7;94;10;95;13;0;9;31;6;22;3;70;11;3;8;8;5;4;4;2;12;0
179;MN;2020;V;1;31;555;175;I;843;605;238;238;3;4;231;12;2;2;7;45;10;83;13;0;9;14;6;13;3;54;11;2;8;6;5;7;4;3;12;2
181;MN;2020;V;1;31;555;177;I;954;596;358;358;0;6;352;12;2;3;7;84;10;106;13;0;9;22;6;23;3;87;11;9;8;0;5;14;4;1;12;3
190;MN;2020;V;1;31;555;185;I;1131;807;324;325;0;8;316;12;2;2;7;61;10;115;13;0;9;25;6;31;3;51;11;2;8;12;5;15;4;1;12;1
196;MN;2020;V;1;31;555;191;I;1006;674;332;332;5;6;321;12;2;7;7;110;10;94;13;0;9;21;6;16;3;52;11;4;8;4;5;12;4;1;12;0
1;MN;2020;V;1;31;555;1;I;901;574;327;327;5;1;321;12;2;1;7;83;10;137;13;0;9;32;6;12;3;43;11;1;8;4;5;6;4;1;12;1
2;MN;2020;V;1;31;555;2;I;895;535;360;360;1;2;357;12;2;5;7;117;10;139;13;0;9;12;6;1;3;63;11;1;8;4;5;11;4;4;12;0
3;MN;2020;V;1;31;555;3;I;719;417;302;302;1;1;300;12;2;5;7;102;10;105;13;2;9;14;6;6;3;54;11;4;8;4;5;2;4;1;12;1
5;MN;2020;V;1;31;555;5;I;762;462;300;300;3;3;294;12;2;5;7;86;10;108;13;0;9;12;6;9;3;56;11;1;8;4;5;12;4;1;12;0
7;MN;2020;V;1;31;555;7;I;823;478;345;345;3;0;342;12;2;2;7;80;10;184;13;1;9;8;6;16;3;36;11;1;8;4;5;10;4;0;12;0
14;MN;2020;V;1;31;555;14;I;1028;665;363;362;5;0;358;12;2;7;7;134;10;99;13;0;9;14;6;14;3;70;11;2;8;4;5;11;4;3;12;0
17;MN;2020;V;1;31;555;17;I;1110;643;467;467;2;1;464;12;2;5;7;148;10;171;13;0;9;14;6;6;3;101;11;2;8;8;5;8;4;1;12;0
19;MN;2020;V;1;31;555;19;I;798;454;344;344;4;2;338;12;2;7;7;126;10;102;13;0;9;22;6;7;3;54;11;3;8;6;5;6;4;3;12;2
27;MN;2020;V;1;31;555;27;I;1104;621;483;483;2;5;476;12;2;16;7;188;10;113;13;0;9;14;6;16;3;107;11;5;8;2;5;13;4;2;12;0
34;MN;2020;V;1;31;555;34;I;691;405;286;286;2;1;283;12;2;2;7;80;10;128;13;0;9;13;6;11;3;39;11;0;8;7;5;3;4;0;12;0
42;MN;2020;V;1;31;555;42;I;1020;568;452;452;3;5;444;12;2;13;7;165;10;109;13;2;9;29;6;13;3;89;11;2;8;11;5;8;4;1;12;2
44;MN;2020;V;1;31;555;44;I;1111;603;508;508;1;3;504;12;2;3;7;179;10;179;13;1;9;16;6;11;3;96;11;1;8;6;5;11;4;0;12;1
51;MN;2020;V;1;31;555;51;I;975;575;400;400;3;3;394;12;2;1;7;77;10;226;13;0;9;7;6;11;3;56;11;3;8;6;5;7;4;0;12;0
78;MN;2020;V;1;31;555;77;I;896;565;331;331;1;2;328;12;2;7;7;116;10;100;13;0;9;17;6;4;3;70;11;5;8;1;5;3;4;1;12;4
79;MN;2020;V;1;31;555;78;I;1005;584;421;421;3;1;417;12;2;7;7;152;10;115;13;1;9;29;6;15;3;81;11;4;8;3;5;8;4;1;12;1
82;MN;2020;V;1;31;555;81;I;915;673;242;242;1;2;239;12;2;4;7;78;10;74;13;0;9;13;6;11;3;45;11;1;8;3;5;8;4;2;12;0
83;MN;2020;V;1;31;555;081A;I;991;626;365;365;4;3;358;12;2;11;7;114;10;99;13;0;9;30;6;17;3;76;11;3;8;5;5;1;4;1;12;1
90;MN;2020;V;1;31;555;87;I;804;646;158;158;0;8;150;12;2;5;7;15;10;43;13;0;9;17;6;15;3;34;11;4;8;5;5;11;4;1;12;0
93;MN;2020;V;1;31;555;90;I;793;516;277;277;2;5;270;12;2;1;7;55;10;141;13;1;9;18;6;12;3;26;11;6;8;1;5;9;4;0;12;0
97;MN;2020;V;1;31;555;94;I;653;537;116;116;0;1;115;12;2;0;7;21;10;37;13;0;9;17;6;6;3;22;11;0;8;0;5;12;4;0;12;0
98;MN;2020;V;1;31;555;95;I;866;661;205;205;7;5;193;12;2;2;7;38;10;60;13;1;9;27;6;7;3;37;11;5;8;7;5;5;4;3;12;1
209;MN;2020;V;1;31;555;202;I;884;473;411;411;1;0;410;12;2;8;7;189;10;92;13;0;9;22;6;4;3;71;11;6;8;4;5;10;4;1;12;3
215;MN;2020;V;1;31;555;208;I;1021;705;316;314;7;6;303;12;2;8;7;76;10;110;13;1;9;24;6;21;3;48;11;2;8;6;5;5;4;2;12;0
219;MN;2020;V;1;31;555;212;I;1138;694;444;444;4;2;438;12;2;7;7;114;10;185;13;0;9;12;6;18;3;78;11;5;8;8;5;8;4;2;12;1
229;MN;2020;V;1;31;555;222;I;361;234;127;127;1;2;124;12;2;0;7;34;10;41;13;0;9;5;6;2;3;29;11;0;8;1;5;12;4;0;12;0
231;MN;2020;V;1;31;555;224;I;1135;655;480;480;5;4;471;12;2;2;7;72;10;306;13;0;9;12;6;12;3;57;11;1;8;2;5;6;4;0;12;1
236;MN;2020;V;1;31;555;229;I;951;555;396;396;1;3;392;12;2;0;7;50;10;252;13;0;9;8;6;16;3;45;11;7;8;7;5;6;4;1;12;0
242;MN;2020;V;1;31;555;235;I;936;522;414;414;5;4;405;12;2;5;7;74;10;227;13;0;9;11;6;14;3;62;11;0;8;4;5;6;4;1;12;1
250;MN;2020;V;1;31;555;243;I;1272;872;400;400;5;10;385;12;2;3;7;66;10;172;13;3;9;25;6;23;3;72;11;4;8;7;5;7;4;3;12;0
254;MN;2020;V;1;31;555;247;I;995;564;431;430;3;2;426;12;2;6;7;95;10;204;13;0;9;14;6;13;3;74;11;2;8;8;5;9;4;1;12;0
259;MN;2020;V;1;31;555;252;I;900;622;278;278;2;0;276;12;2;2;7;42;10;149;13;1;9;10;6;18;3;36;11;5;8;4;5;9;4;0;12;0
263;MN;2020;V;1;31;555;256;I;1068;661;407;407;2;2;403;12;2;8;7;138;10;137;13;0;9;23;6;12;3;54;11;6;8;4;5;8;4;9;12;4
103;MN;2020;V;1;31;555;100;I;718;552;166;166;1;0;165;12;2;2;7;36;10;62;13;2;9;20;6;3;3;35;11;1;8;1;5;1;4;2;12;0
105;MN;2020;V;1;31;555;102;I;896;786;110;110;0;4;106;12;2;1;7;7;10;26;13;1;9;30;6;6;3;30;11;1;8;0;5;4;4;0;12;0
110;MN;2020;V;1;31;555;107;I;1035;766;269;269;2;6;261;12;2;1;7;63;10;112;13;1;9;12;6;18;3;27;11;3;8;4;5;16;4;3;12;1
120;MN;2020;V;1;31;555;116;I;894;465;429;429;2;2;425;12;2;8;7;170;10;94;13;0;9;20;6;14;3;95;11;2;8;4;5;13;4;5;12;0
125;MN;2020;V;1;31;555;121;I;1067;608;459;459;0;4;455;12;2;4;7;183;10;110;13;1;9;18;6;9;3;97;11;7;8;11;5;14;4;1;12;0
138;MN;2020;V;1;31;555;134;I;1073;758;315;315;2;5;308;12;2;8;7;60;10;123;13;0;9;19;6;15;3;68;11;7;8;6;5;1;4;1;12;0
140;MN;2020;V;1;31;555;136;I;1160;734;426;425;2;6;418;12;2;7;7;81;10;163;13;1;9;24;6;17;3;104;11;4;8;4;5;10;4;2;12;1
142;MN;2020;V;1;31;555;138;I;1050;671;379;379;1;4;374;12;2;2;7;59;10;188;13;0;9;17;6;27;3;54;11;5;8;2;5;19;4;1;12;0
167;MN;2020;V;1;31;555;163;I;659;490;169;169;3;2;164;12;2;1;7;43;10;42;13;0;9;27;6;11;3;28;11;3;8;4;5;3;4;2;12;0
174;MN;2020;V;1;31;555;170;I;859;503;356;356;5;7;344;12;2;7;7;108;10;112;13;0;9;20;6;14;3;65;11;1;8;7;5;8;4;2;12;0
175;MN;2020;V;1;31;555;171;I;1006;575;431;431;8;3;420;12;2;1;7;101;10;159;13;0;9;13;6;17;3;94;11;5;8;10;5;19;4;1;12;0
176;MN;2020;V;1;31;555;172;I;1146;707;439;439;0;1;438;12;2;2;7;117;10;155;13;0;9;24;6;15;3;87;11;4;8;14;5;18;4;0;12;2
182;MN;2020;V;1;31;555;178;I;686;501;185;185;1;3;181;12;2;4;7;28;10;73;13;0;9;16;6;16;3;31;11;3;8;3;5;5;4;2;12;0
183;MN;2020;V;1;31;555;179;I;934;627;307;307;1;3;303;12;2;8;7;71;10;111;13;0;9;19;6;17;3;65;11;5;8;3;5;3;4;1;12;0
188;MN;2020;V;1;31;555;183;I;1240;882;358;358;2;6;350;12;2;2;7;66;10;133;13;0;9;26;6;37;3;61;11;7;8;6;5;6;4;6;12;0
